Order,Order Date,Region,Channel,Category,Product,Customer Segment,Units,Unit Price,Discount,Revenue,Cost,Margin,Fulfilled,Returned,Delivery Days
1245,2024-05-26,North,Wholesale,Outdoors,Trail Bottle,Enterprise,7,22.90,0.00,160.33,70.55,89.79,true,false,5
1246,2024-05-27,South,Web,Outdoors,Camp Chair,Consumer,24,71.15,0.05,1622.23,940.89,681.34,true,false,4
1247,2024-05-28,East,Store,Kitchen,Chef Pan,Small Business,6,46.88,0.10,253.13,139.22,113.91,true,false,6
1248,2024-05-29,West,Wholesale,Electronics,USB Hub,Enterprise,29,27.65,0.20,641.51,404.15,237.36,false,false,5
1249,2024-05-30,North,Web,Home,Desk Lamp,Consumer,15,31.54,0.00,473.08,246.00,227.08,true,false,4
1250,2024-05-31,South,Store,Home,Storage Bin,Small Business,30,17.87,0.05,509.18,239.31,269.87,true,false,1
1251,2024-06-01,East,Wholesale,Outdoors,Trail Bottle,Enterprise,32,23.41,0.10,674.25,296.67,377.58,true,false,4
1252,2024-06-02,West,Web,Outdoors,Camp Chair,Consumer,10,70.46,0.20,563.68,326.93,236.75,true,false,2
1253,2024-06-03,North,Store,Kitchen,Chef Pan,Small Business,22,48.36,0.00,1063.93,585.16,478.77,true,false,1
1254,2024-06-04,South,Wholesale,Electronics,USB Hub,Enterprise,8,28.93,0.05,219.88,138.53,81.36,true,false,3
1255,2024-06-05,East,Web,Home,Desk Lamp,Consumer,16,31.92,0.10,459.60,238.99,220.61,true,false,4
1256,2024-06-06,West,Store,Home,Storage Bin,Small Business,8,17.65,0.20,112.94,53.08,59.86,false,false,4
1257,2024-06-07,North,Wholesale,Outdoors,Trail Bottle,Enterprise,23,23.37,0.00,537.47,236.49,300.98,true,false,3
1258,2024-06-08,South,Web,Outdoors,Camp Chair,Consumer,24,74.11,0.05,1689.77,980.07,709.70,true,false,4
1259,2024-06-09,East,Store,Kitchen,Chef Pan,Small Business,2,47.24,0.10,85.03,46.77,38.26,true,true,2
1260,2024-06-10,West,Wholesale,Electronics,USB Hub,Enterprise,12,26.88,0.20,258.10,162.60,95.50,true,false,3
1261,2024-06-11,North,Web,Home,Desk Lamp,Consumer,5,30.27,0.00,151.33,78.69,72.64,true,false,1
1262,2024-06-12,South,Store,Home,Storage Bin,Small Business,3,18.08,0.05,51.53,24.22,27.31,true,false,1
1263,2024-06-13,East,Wholesale,Outdoors,Trail Bottle,Enterprise,22,24.17,0.10,478.47,210.53,267.94,true,false,5
1264,2024-06-14,West,Web,Outdoors,Camp Chair,Consumer,16,78.00,0.20,998.46,579.11,419.35,true,false,2
1265,2024-06-15,North,Store,Kitchen,Chef Pan,Small Business,16,43.43,,694.80,382.14,312.66,true,false,2
1266,2024-06-16,South,Wholesale,Electronics,USB Hub,Enterprise,10,26.69,0.05,253.56,159.74,93.82,true,true,3
1267,2024-06-17,East,Web,Home,Desk Lamp,Consumer,6,33.05,0.10,178.45,92.79,85.65,true,false,4
1268,2024-06-18,West,Store,Home,Storage Bin,Small Business,1,17.67,0.20,14.14,6.64,7.49,true,false,4
1269,2024-06-19,North,Wholesale,Outdoors,Trail Bottle,Enterprise,24,23.58,0.00,565.87,248.98,316.89,true,true,4
1270,2024-06-20,South,Web,Outdoors,Camp Chair,Consumer,3,70.42,0.05,200.71,116.41,84.30,false,false,2
1271,2024-06-21,East,Store,Kitchen,Chef Pan,Small Business,24,45.64,0.10,985.77,542.17,443.60,true,false,3
1272,2024-06-22,West,Wholesale,Electronics,USB Hub,Enterprise,29,26.74,0.20,620.28,390.78,229.50,true,false,5
1273,2024-06-23,North,Web,Home,Desk Lamp,Consumer,1,33.35,0.00,33.35,17.34,16.01,true,false,6
1274,2024-06-24,South,Store,Home,Storage Bin,Small Business,8,18.92,0.05,143.82,67.59,76.22,true,false,4
1275,2024-06-25,East,Wholesale,Outdoors,Trail Bottle,Enterprise,14,24.37,0.10,307.03,135.09,171.93,true,false,2
1276,2024-06-26,West,Web,Outdoors,Camp Chair,Consumer,2,74.21,0.20,118.74,68.87,49.87,true,false,6
1277,2024-06-27,North,Store,Kitchen,Chef Pan,Small Business,10,46.81,0.00,468.07,257.44,210.63,false,false,2
1278,2024-06-28,South,Wholesale,Electronics,USB Hub,Enterprise,8,26.99,0.05,205.16,129.25,75.91,true,false,6
1279,2024-06-29,East,Web,Home,Desk Lamp,Consumer,6,32.44,0.10,175.16,91.08,84.08,true,false,2
1280,2024-06-30,West,Store,Home,Storage Bin,Small Business,1,17.15,0.20,13.72,6.45,7.27,true,false,6
1281,2024-07-01,North,Wholesale,Outdoors,Trail Bottle,Enterprise,26,23.41,0.00,608.54,267.76,340.78,true,false,5
1282,2024-07-02,South,Web,Outdoors,Camp Chair,Consumer,1,73.72,0.05,70.03,40.62,29.41,true,false,
1283,2024-07-03,East,Store,Kitchen,Chef Pan,Small Business,8,45.32,0.10,326.29,179.46,146.83,true,false,5
1284,2024-07-04,West,Wholesale,Electronics,USB Hub,Enterprise,4,29.14,0.20,93.24,58.74,34.50,true,false,3
1285,2024-07-05,North,Web,Home,Desk Lamp,Consumer,29,33.50,0.00,971.39,505.12,466.27,true,false,6
1286,2024-07-06,South,Store,Home,Storage Bin,Small Business,1,17.88,0.05,16.98,7.98,9.00,true,false,2
1287,2024-07-07,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,25.18,0.10,22.67,9.97,12.69,true,false,1
1288,2024-07-08,West,Web,Outdoors,Camp Chair,Consumer,5,78.30,0.20,313.18,181.64,131.54,true,false,1
1289,2024-07-09,North,Store,Kitchen,Chef Pan,Small Business,24,46.81,0.00,1123.49,617.92,505.57,true,false,3
1290,2024-07-10,South,Wholesale,Electronics,USB Hub,Enterprise,1,26.50,0.05,25.17,15.86,9.31,false,false,4
1291,2024-07-11,East,Web,Home,Desk Lamp,Consumer,18,30.57,0.10,495.28,257.55,237.73,true,false,4
1292,2024-07-12,West,Store,Home,Storage Bin,Small Business,25,18.91,0.20,378.17,177.74,200.43,true,false,6
1293,2024-07-13,North,Wholesale,Outdoors,Trail Bottle,Enterprise,24,24.17,0.00,579.99,255.20,324.79,true,false,5
1294,2024-07-14,South,Web,Outdoors,Camp Chair,Consumer,11,77.66,0.05,811.51,470.67,340.83,true,false,6
1295,2024-07-15,East,Store,Kitchen,Chef Pan,Small Business,3,44.55,0.10,120.30,66.16,54.13,true,false,2
1296,2024-07-16,West,Wholesale,Electronics,USB Hub,Enterprise,20,26.85,0.20,429.55,270.62,158.93,true,true,5
1297,2024-07-17,North,Web,Home,Desk Lamp,Consumer,5,32.46,0.00,162.30,84.39,77.90,true,false,6
1298,2024-07-18,South,Store,Home,Storage Bin,Small Business,4,17.11,0.05,65.03,30.56,34.47,false,false,5
1299,2024-07-19,East,Wholesale,Outdoors,Trail Bottle,Enterprise,3,24.71,0.10,66.71,29.35,37.36,true,false,1
1300,2024-07-20,West,Web,Outdoors,Camp Chair,Consumer,14,72.98,0.20,817.32,474.05,343.28,true,false,5
1301,2024-07-21,North,Store,Kitchen,Chef Pan,Small Business,24,47.85,0.00,1148.47,631.66,516.81,true,false,4
1302,2024-07-22,South,Wholesale,Electronics,USB Hub,Enterprise,6,27.30,0.05,155.62,98.04,57.58,true,false,6
1303,2024-07-23,East,Web,Home,Desk Lamp,Consumer,11,31.55,0.10,312.39,162.44,149.95,true,false,3
1304,2024-07-24,West,Store,Home,Storage Bin,Small Business,16,17.61,0.20,225.40,105.94,119.46,true,false,5
1305,2024-07-25,North,Wholesale,Outdoors,Trail Bottle,Enterprise,10,23.25,0.00,232.45,102.28,130.17,true,false,5
1306,2024-07-26,South,Web,Outdoors,Camp Chair,Consumer,13,73.41,0.05,906.60,525.83,380.77,true,false,6
1307,2024-07-27,East,Store,Kitchen,Chef Pan,Small Business,6,47.46,0.10,256.31,140.97,115.34,true,true,9
1308,2024-07-28,West,Wholesale,Electronics,USB Hub,Enterprise,4,28.70,0.20,91.84,57.86,33.98,true,false,1
1309,2024-07-29,North,Web,Home,Desk Lamp,Consumer,11,30.77,0.00,338.49,176.01,162.47,false,false,6
1310,2024-07-30,South,Store,Home,Storage Bin,Small Business,4,17.48,0.05,66.42,31.22,35.20,true,false,6
1311,2024-07-31,East,Wholesale,Outdoors,Trail Bottle,Enterprise,28,23.91,0.10,602.45,265.08,337.37,true,false,6
1312,2024-08-01,West,Web,Outdoors,Camp Chair,Consumer,5,73.84,0.20,295.35,171.30,124.05,true,false,3
1313,2024-08-02,North,Store,Kitchen,Chef Pan,Small Business,6,46.16,0.00,276.98,152.34,124.64,true,false,6
1314,2024-08-03,South,Wholesale,Electronics,USB Hub,Enterprise,1,26.58,0.05,25.25,15.91,9.34,true,false,2
1315,2024-08-04,East,Web,Home,Desk Lamp,Consumer,16,32.74,0.10,471.44,245.15,226.29,true,false,2
1316,2024-08-05,West,Store,Home,Storage Bin,Small Business,4,18.67,0.20,59.75,28.08,31.67,true,false,3
1317,2024-08-06,North,Wholesale,Outdoors,Trail Bottle,Enterprise,5,23.53,0.00,117.63,51.76,65.87,true,false,3
1318,2024-08-07,South,Web,Outdoors,Camp Chair,Consumer,1,75.86,0.05,72.07,41.80,30.27,true,false,4
1319,2024-08-08,East,Store,Kitchen,Chef Pan,Small Business,7,43.55,0.10,274.36,150.90,123.46,true,false,1
1320,2024-08-09,West,Wholesale,Electronics,USB Hub,Enterprise,20,29.67,0.20,474.74,299.09,175.65,true,false,4
1321,2024-08-10,North,Web,Home,Desk Lamp,Consumer,5,32.78,0.00,163.92,85.24,78.68,true,false,2
1322,2024-08-11,South,Store,Home,Storage Bin,Small Business,32,17.75,0.05,539.74,253.68,286.06,true,false,6
1323,2024-08-12,East,Wholesale,Outdoors,Trail Bottle,Enterprise,2,23.19,0.10,41.75,18.37,23.38,true,false,4
1324,2024-08-13,West,Web,Outdoors,Camp Chair,Consumer,12,76.69,0.20,736.26,427.03,309.23,true,false,3
1325,2024-08-14,North,Store,Kitchen,Chef Pan,Small Business,32,45.05,0.00,1441.74,792.96,648.78,true,false,1
1326,2024-08-15,South,Wholesale,Electronics,USB Hub,Enterprise,1,28.07,0.05,26.67,16.80,9.87,true,false,1
1327,2024-08-16,East,Web,Home,Desk Lamp,Consumer,1,31.42,0.10,28.28,14.71,13.57,true,false,4
1328,2024-08-17,West,Store,Home,Storage Bin,Small Business,7,17.44,0.20,97.68,45.91,51.77,true,true,3
1329,2024-08-18,North,Wholesale,Outdoors,Trail Bottle,Enterprise,32,25.28,0.00,809.01,355.96,453.05,true,false,4
1330,2024-08-19,South,Web,Outdoors,Camp Chair,Consumer,1,73.68,0.05,70.00,40.60,29.40,true,false,5
1331,2024-08-20,East,Store,Kitchen,Chef Pan,Small Business,16,45.61,0.10,656.77,361.23,295.55,true,false,1
1332,2024-08-21,West,Wholesale,Electronics,USB Hub,Enterprise,11,29.37,0.20,258.49,162.85,95.64,true,false,2
1333,2024-08-22,North,Web,Home,Desk Lamp,Consumer,2,33.84,0.00,67.68,35.19,32.48,true,true,4
1334,2024-08-23,South,Store,Home,Storage Bin,Small Business,19,17.72,0.05,319.87,150.34,169.53,true,false,6
1335,2024-08-24,East,Wholesale,Outdoors,Trail Bottle,Enterprise,7,25.31,0.10,159.48,70.17,89.31,true,false,3
1336,2024-08-25,West,Web,Outdoors,Camp Chair,Consumer,1,70.81,0.20,56.64,32.85,23.79,true,false,1
1337,2024-08-26,North,Store,Kitchen,Chef Pan,Small Business,17,44.36,0.00,754.09,414.75,339.34,true,false,4
1338,2024-08-27,South,Wholesale,Electronics,USB Hub,Enterprise,22,28.30,0.05,591.45,372.62,218.84,false,false,4
1339,2024-08-28,East,Web,Home,Desk Lamp,Consumer,2,31.46,0.10,56.63,29.45,27.18,true,false,1
1340,2024-08-29,West,Store,Home,Storage Bin,Small Business,1,17.51,0.20,14.01,6.58,7.42,true,false,3
1341,2024-08-30,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.59,0.00,24.59,10.82,13.77,true,false,1
1342,2024-08-31,South,Web,Outdoors,Camp Chair,Consumer,1,70.01,0.05,66.51,38.58,27.94,true,false,6
1343,2024-09-01,East,Store,Kitchen,Chef Pan,Small Business,1,46.27,0.10,41.65,22.91,18.74,false,false,
1344,2024-09-02,West,Wholesale,Electronics,USB Hub,Enterprise,23,26.67,,613.52,386.52,227.00,true,false,4
1345,2024-09-03,North,Web,Home,Desk Lamp,Consumer,16,31.54,0.00,504.68,262.43,242.25,true,false,2
1346,2024-09-04,South,Store,Home,Storage Bin,Small Business,8,17.65,0.05,134.12,63.04,71.08,true,false,1
1347,2024-09-05,East,Wholesale,Outdoors,Trail Bottle,Enterprise,29,24.89,0.10,649.62,285.83,363.79,true,false,1
1348,2024-09-06,West,Web,Outdoors,Camp Chair,Consumer,11,70.09,0.20,616.79,357.74,259.05,true,false,2
1349,2024-09-07,North,Store,Kitchen,Chef Pan,Small Business,1,47.25,0.00,47.25,25.99,21.26,true,false,5
1350,2024-09-08,South,Wholesale,Electronics,USB Hub,Enterprise,29,28.84,0.05,794.57,500.58,293.99,true,false,5
1351,2024-09-09,East,Web,Home,Desk Lamp,Consumer,3,31.53,0.10,85.12,44.26,40.86,true,false,5
1352,2024-09-10,West,Store,Home,Storage Bin,Small Business,13,18.39,0.20,191.30,89.91,101.39,true,false,4
1353,2024-09-11,North,Wholesale,Outdoors,Trail Bottle,Enterprise,7,24.09,0.00,168.62,74.19,94.43,false,false,5
1354,2024-09-12,South,Web,Outdoors,Camp Chair,Consumer,19,72.78,0.05,1313.70,761.94,551.75,true,false,3
1355,2024-09-13,East,Store,Kitchen,Chef Pan,Small Business,18,46.89,0.10,759.66,417.81,341.85,true,false,6
1356,2024-09-14,West,Wholesale,Electronics,USB Hub,Enterprise,14,28.20,0.20,315.88,199.01,116.88,true,false,3
1357,2024-09-15,North,Web,Home,Desk Lamp,Consumer,5,30.54,0.00,152.69,79.40,73.29,true,true,9
1358,2024-09-16,South,Store,Home,Storage Bin,Small Business,20,19.01,0.05,361.11,169.72,191.39,true,false,2
1359,2024-09-17,East,Wholesale,Outdoors,Trail Bottle,Enterprise,8,23.02,0.10,165.74,72.93,92.82,true,false,1
1360,2024-09-18,West,Web,Outdoors,Camp Chair,Consumer,2,73.06,0.20,116.89,67.80,49.09,true,false,1
1361,2024-09-19,North,Store,Kitchen,Chef Pan,Small Business,9,44.56,0.00,401.06,220.58,180.48,true,false,2
1362,2024-09-20,South,Wholesale,Electronics,USB Hub,Enterprise,6,28.24,0.05,160.99,101.42,59.57,true,false,1
1363,2024-09-21,East,Web,Home,Desk Lamp,Consumer,1,33.15,0.10,29.84,15.52,14.32,true,false,2
1364,2024-09-22,West,Store,Home,Storage Bin,Small Business,6,16.95,0.20,81.36,38.24,43.12,true,false,2
1365,2024-09-23,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,23.79,0.00,404.49,177.97,226.51,true,false,6
1366,2024-09-24,South,Web,Outdoors,Camp Chair,Consumer,20,73.18,0.05,1390.34,806.40,583.94,true,false,6
1367,2024-09-25,East,Store,Kitchen,Chef Pan,Small Business,3,47.85,0.10,129.20,71.06,58.14,true,false,1
1368,2024-09-26,West,Wholesale,Electronics,USB Hub,Enterprise,9,27.29,0.20,196.51,123.80,72.71,true,false,1
1369,2024-09-27,North,Web,Home,Desk Lamp,Consumer,20,32.87,0.00,657.50,341.90,315.60,true,false,6
1370,2024-09-28,South,Store,Home,Storage Bin,Small Business,1,17.86,0.05,16.97,7.98,8.99,true,true,5
1371,2024-09-29,East,Wholesale,Outdoors,Trail Bottle,Enterprise,4,23.76,0.10,85.52,37.63,47.89,true,false,3
1372,2024-09-30,West,Web,Outdoors,Camp Chair,Consumer,3,74.91,0.20,179.78,104.27,75.51,true,false,5
1373,2024-10-01,North,Store,Kitchen,Chef Pan,Small Business,14,45.15,0.00,632.05,347.63,284.42,true,false,5
1374,2024-10-02,South,Wholesale,Electronics,USB Hub,Enterprise,4,26.33,0.05,100.05,63.03,37.02,true,false,4
1375,2024-10-03,East,Web,Home,Desk Lamp,Consumer,18,32.91,0.10,533.17,277.25,255.92,true,false,6
1376,2024-10-04,West,Store,Home,Storage Bin,Small Business,15,18.30,0.20,219.60,103.21,116.39,true,false,2
1377,2024-10-05,North,Wholesale,Outdoors,Trail Bottle,Enterprise,15,23.05,0.00,345.75,152.13,193.62,true,false,5
1378,2024-10-06,South,Web,Outdoors,Camp Chair,Consumer,1,70.21,0.05,66.70,38.69,28.01,true,false,6
1379,2024-10-07,East,Store,Kitchen,Chef Pan,Small Business,20,48.19,0.10,867.47,477.11,390.36,true,false,1
1380,2024-10-08,West,Wholesale,Electronics,USB Hub,Enterprise,1,27.00,0.20,21.60,13.61,7.99,true,false,1
1381,2024-10-09,North,Web,Home,Desk Lamp,Consumer,1,30.72,0.00,30.72,15.97,14.74,true,false,4
1382,2024-10-10,South,Store,Home,Storage Bin,Small Business,3,17.43,0.05,49.69,23.35,26.33,true,false,1
1383,2024-10-11,East,Wholesale,Outdoors,Trail Bottle,Enterprise,11,23.85,0.10,236.13,103.90,132.23,true,false,2
1384,2024-10-12,West,Web,Outdoors,Camp Chair,Consumer,20,75.21,0.20,1203.30,697.92,505.39,true,false,3
1385,2024-10-13,North,Store,Kitchen,Chef Pan,Small Business,6,47.11,0.00,282.68,155.47,127.21,true,false,4
1386,2024-10-14,South,Wholesale,Electronics,USB Hub,Enterprise,23,28.61,0.05,625.03,393.77,231.26,true,false,5
1387,2024-10-15,East,Web,Home,Desk Lamp,Consumer,7,32.27,0.10,203.29,105.71,97.58,true,false,1
1388,2024-10-16,West,Store,Home,Storage Bin,Small Business,10,18.41,0.20,147.29,69.23,78.07,true,false,3
1389,2024-10-17,North,Wholesale,Outdoors,Trail Bottle,Enterprise,20,23.66,0.00,473.22,208.22,265.01,false,false,6
1390,2024-10-18,South,Web,Outdoors,Camp Chair,Consumer,3,71.55,0.05,203.92,118.27,85.65,true,false,3
1391,2024-10-19,East,Store,Kitchen,Chef Pan,Small Business,2,46.71,0.10,84.08,46.24,37.83,true,false,6
1392,2024-10-20,West,Wholesale,Electronics,USB Hub,Enterprise,14,29.17,0.20,326.74,205.84,120.89,true,false,2
1393,2024-10-21,North,Web,Home,Desk Lamp,Consumer,6,33.07,0.00,198.42,103.18,95.24,false,false,5
1394,2024-10-22,South,Store,Home,Storage Bin,Small Business,26,17.33,0.05,428.09,201.20,226.89,true,false,1
1395,2024-10-23,East,Wholesale,Outdoors,Trail Bottle,Enterprise,9,23.91,0.10,193.64,85.20,108.44,true,false,2
1396,2024-10-24,West,Web,Outdoors,Camp Chair,Consumer,5,77.22,0.20,308.89,179.15,129.73,true,false,2
1397,2024-10-25,North,Store,Kitchen,Chef Pan,Small Business,1,45.62,0.00,45.62,25.09,20.53,true,false,4
1398,2024-10-26,South,Wholesale,Electronics,USB Hub,Enterprise,7,29.05,0.05,193.21,121.72,71.49,true,false,4
1399,2024-10-27,East,Web,Home,Desk Lamp,Consumer,10,31.36,0.10,282.26,146.78,135.49,true,false,4
1400,2024-10-28,West,Store,Home,Storage Bin,Small Business,4,17.69,0.20,56.61,26.61,30.01,true,false,5
1401,2024-10-29,North,Wholesale,Outdoors,Trail Bottle,Enterprise,2,25.34,0.00,50.69,22.30,28.39,true,false,4
1402,2024-10-30,South,Web,Outdoors,Camp Chair,Consumer,1,77.60,0.05,73.72,42.76,30.96,true,false,2
1403,2024-10-31,East,Store,Kitchen,Chef Pan,Small Business,14,44.95,0.10,566.31,311.47,254.84,true,false,6
1404,2024-11-01,West,Wholesale,Electronics,USB Hub,Enterprise,10,27.61,0.20,220.85,139.13,81.71,true,false,
1405,2024-11-02,North,Web,Home,Desk Lamp,Consumer,1,31.65,0.00,31.65,16.46,15.19,true,false,2
1406,2024-11-03,South,Store,Home,Storage Bin,Small Business,2,18.05,0.05,34.29,16.12,18.17,true,true,2
1407,2024-11-04,East,Wholesale,Outdoors,Trail Bottle,Enterprise,9,24.13,0.10,195.48,86.01,109.47,true,true,8
1408,2024-11-05,West,Web,Outdoors,Camp Chair,Consumer,14,76.38,0.20,855.45,496.16,359.29,true,false,5
1409,2024-11-06,North,Store,Kitchen,Chef Pan,Small Business,3,44.22,0.00,132.66,72.96,59.69,true,true,4
1410,2024-11-07,South,Wholesale,Electronics,USB Hub,Enterprise,8,29.09,0.05,221.08,139.28,81.80,true,false,2
1411,2024-11-08,East,Web,Home,Desk Lamp,Consumer,3,33.46,0.10,90.33,46.97,43.36,false,false,1
1412,2024-11-09,West,Store,Home,Storage Bin,Small Business,1,17.21,0.20,13.76,6.47,7.30,true,false,6
1413,2024-11-10,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.12,0.00,24.12,10.61,13.51,true,false,6
1414,2024-11-11,South,Web,Outdoors,Camp Chair,Consumer,11,72.72,0.05,759.88,440.73,319.15,true,false,6
1415,2024-11-12,East,Store,Kitchen,Chef Pan,Small Business,7,47.76,0.10,300.89,165.49,135.40,true,false,2
1416,2024-11-13,West,Wholesale,Electronics,USB Hub,Enterprise,13,27.26,0.20,283.54,178.63,104.91,false,false,6
1417,2024-11-14,North,Web,Home,Desk Lamp,Consumer,3,30.55,0.00,91.65,47.66,43.99,true,false,4
1418,2024-11-15,South,Store,Home,Storage Bin,Small Business,14,18.89,0.05,251.24,118.08,133.16,false,false,4
1419,2024-11-16,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,24.78,0.10,133.82,58.88,74.94,true,false,3
1420,2024-11-17,West,Web,Outdoors,Camp Chair,Consumer,1,75.70,0.20,60.56,35.12,25.43,true,false,6
1421,2024-11-18,North,Store,Kitchen,Chef Pan,Small Business,9,45.63,0.00,410.69,225.88,184.81,true,false,3
1422,2024-11-19,South,Wholesale,Electronics,USB Hub,Enterprise,5,27.39,0.05,130.09,81.96,48.13,true,false,1
1423,2024-11-20,East,Web,Home,Desk Lamp,Consumer,4,32.50,,129.98,67.59,62.39,true,false,4
1424,2024-11-21,West,Store,Home,Storage Bin,Small Business,9,18.94,0.20,136.36,64.09,72.27,true,false,6
1425,2024-11-22,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,24.54,0.00,417.17,183.56,233.62,true,false,4
1426,2024-11-23,South,Web,Outdoors,Camp Chair,Consumer,1,70.99,0.05,67.44,39.11,28.32,true,false,2
1427,2024-11-24,East,Store,Kitchen,Chef Pan,Small Business,1,43.36,0.10,39.03,21.46,17.56,true,false,6
1428,2024-11-25,West,Wholesale,Electronics,USB Hub,Enterprise,16,29.61,0.20,378.99,238.76,140.23,true,false,6
1429,2024-11-26,North,Web,Home,Desk Lamp,Consumer,15,33.26,0.00,498.90,259.43,239.47,true,false,1
1430,2024-11-27,South,Store,Home,Storage Bin,Small Business,20,18.96,0.05,360.15,169.27,190.88,false,false,3
1431,2024-11-28,East,Wholesale,Outdoors,Trail Bottle,Enterprise,24,24.03,0.10,519.06,228.39,290.68,true,false,3
1432,2024-11-29,West,Web,Outdoors,Camp Chair,Consumer,3,70.73,0.20,169.76,98.46,71.30,true,false,3
1433,2024-11-30,North,Store,Kitchen,Chef Pan,Small Business,1,47.99,0.00,47.99,26.39,21.59,true,false,6
1434,2024-12-01,South,Wholesale,Electronics,USB Hub,Enterprise,11,28.89,0.05,301.93,190.22,111.72,true,false,6
1435,2024-12-02,East,Web,Home,Desk Lamp,Consumer,6,32.33,0.10,174.58,90.78,83.80,true,false,4
1436,2024-12-03,West,Store,Home,Storage Bin,Small Business,3,18.50,0.20,44.39,20.87,23.53,true,false,3
1437,2024-12-04,North,Wholesale,Outdoors,Trail Bottle,Enterprise,2,25.39,0.00,50.77,22.34,28.43,true,false,5
1438,2024-12-05,South,Web,Outdoors,Camp Chair,Consumer,3,75.19,0.05,214.30,124.29,90.01,true,false,6
1439,2024-12-06,East,Store,Kitchen,Chef Pan,Small Business,6,45.82,0.10,247.42,136.08,111.34,true,false,6
1440,2024-12-07,West,Wholesale,Electronics,USB Hub,Enterprise,6,26.89,0.20,129.09,81.33,47.76,true,false,5
1441,2024-12-08,North,Web,Home,Desk Lamp,Consumer,16,32.70,0.00,523.25,272.09,251.16,false,false,1
1442,2024-12-09,South,Store,Home,Storage Bin,Small Business,16,17.12,0.05,260.29,122.34,137.95,true,false,4
1443,2024-12-10,East,Wholesale,Outdoors,Trail Bottle,Enterprise,11,22.57,0.10,223.45,98.32,125.13,true,false,1
1444,2024-12-11,West,Web,Outdoors,Camp Chair,Consumer,10,70.52,0.20,564.16,327.21,236.95,true,true,2
1445,2024-12-12,North,Store,Kitchen,Chef Pan,Small Business,2,44.63,0.00,89.25,49.09,40.16,true,false,2
1446,2024-12-13,South,Wholesale,Electronics,USB Hub,Enterprise,2,27.03,0.05,51.36,32.36,19.00,true,false,1
1447,2024-12-14,East,Web,Home,Desk Lamp,Consumer,18,31.35,0.10,507.92,264.12,243.80,true,false,4
1448,2024-12-15,West,Store,Home,Storage Bin,Small Business,13,18.73,0.20,194.79,91.55,103.24,true,true,9
1449,2024-12-16,North,Wholesale,Outdoors,Trail Bottle,Enterprise,2,24.40,0.00,48.79,21.47,27.32,true,false,1
1450,2024-12-17,South,Web,Outdoors,Camp Chair,Consumer,6,72.49,0.05,413.17,239.64,173.53,true,false,4
1451,2024-12-18,East,Store,Kitchen,Chef Pan,Small Business,5,48.61,0.10,218.73,120.30,98.43,true,false,5
1452,2024-12-19,West,Wholesale,Electronics,USB Hub,Enterprise,12,29.08,0.20,279.15,175.87,103.29,true,false,1
1453,2024-12-20,North,Web,Home,Desk Lamp,Consumer,8,32.66,0.00,261.27,135.86,125.41,true,false,1
1454,2024-12-21,South,Store,Home,Storage Bin,Small Business,10,17.84,0.05,169.52,79.67,89.84,true,false,1
1455,2024-12-22,East,Wholesale,Outdoors,Trail Bottle,Enterprise,16,25.22,0.10,363.19,159.80,203.39,false,false,1
1456,2024-12-23,West,Web,Outdoors,Camp Chair,Consumer,12,71.58,0.20,687.14,398.54,288.60,true,false,4
1457,2024-12-24,North,Store,Kitchen,Chef Pan,Small Business,8,46.40,0.00,371.18,204.15,167.03,true,false,4
1458,2024-12-25,South,Wholesale,Electronics,USB Hub,Enterprise,1,27.09,0.05,25.74,16.21,9.52,true,false,2
1459,2024-12-26,East,Web,Home,Desk Lamp,Consumer,12,31.90,0.10,344.56,179.17,165.39,true,false,5
1460,2024-12-27,West,Store,Home,Storage Bin,Small Business,20,18.29,0.20,292.72,137.58,155.14,true,false,6
1461,2024-12-28,North,Wholesale,Outdoors,Trail Bottle,Enterprise,12,23.20,0.00,278.38,122.49,155.89,true,false,6
1462,2024-12-29,South,Web,Outdoors,Camp Chair,Consumer,8,72.39,0.05,550.19,319.11,231.08,true,false,2
1463,2024-12-30,East,Store,Kitchen,Chef Pan,Small Business,1,47.51,0.10,42.76,23.52,19.24,true,false,4
1464,2024-12-31,West,Wholesale,Electronics,USB Hub,Enterprise,6,27.13,0.20,130.24,82.05,48.19,true,false,6
1465,2024-01-01,North,Web,Home,Desk Lamp,Consumer,6,32.06,0.00,192.36,100.03,92.33,true,false,
1466,2024-01-02,South,Store,Home,Storage Bin,Small Business,4,18.40,0.05,69.92,32.86,37.06,true,false,2
1467,2024-01-03,East,Wholesale,Outdoors,Trail Bottle,Enterprise,4,22.66,0.10,81.58,35.89,45.68,true,false,2
1468,2024-01-04,West,Web,Outdoors,Camp Chair,Consumer,1,70.94,0.20,56.75,32.92,23.84,true,false,6
1469,2024-01-05,North,Store,Kitchen,Chef Pan,Small Business,2,47.10,0.00,94.20,51.81,42.39,true,false,2
1470,2024-01-06,South,Wholesale,Electronics,USB Hub,Enterprise,11,29.52,0.05,308.46,194.33,114.13,true,false,3
1471,2024-01-07,East,Web,Home,Desk Lamp,Consumer,2,31.23,0.10,56.21,29.23,26.98,true,false,2
